question,sentence,label,prompt_ent,prompt_con,predict
How are the lungs post extubation?,Osseous structures are unchanged.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'Osseous structures are unchanged.'\nQuestion: 'How are the lungs post extubation?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'Osseous structures are unchanged.'\nQuestion: 'How are the lungs post extubation?'""}]",Not entailment
Is there any worsening in GI bleeding?,"FINAL REPORT  INDICATION:  Upper GI bleeding, intubated for airway protection.",not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'FINAL REPORT  INDICATION:  Upper GI bleeding, intubated for airway protection.'\nQuestion: 'Is there any worsening in GI bleeding?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'FINAL REPORT  INDICATION:  Upper GI bleeding, intubated for airway protection.'\nQuestion: 'Is there any worsening in GI bleeding?'""}]",Not entailment
How well are the kidneys perfused?,IMPRESSION:   1)  No evidence of hydronephrosis.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'IMPRESSION:   1)  No evidence of hydronephrosis.'\nQuestion: 'How well are the kidneys perfused?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'IMPRESSION:   1)  No evidence of hydronephrosis.'\nQuestion: 'How well are the kidneys perfused?'""}]",Not entailment
Is there any fluid in the lungs?,The cardiac and  mediastinal contours are unchanged in the interval.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The cardiac and  mediastinal contours are unchanged in the interval.'\nQuestion: 'Is there any fluid in the lungs?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The cardiac and  mediastinal contours are unchanged in the interval.'\nQuestion: 'Is there any fluid in the lungs?'""}]",Not entailment
Is the right IJ line positioned correctly?,An orogastric tube is noted with its tip  well positioned in the mid stomach.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'An orogastric tube is noted with its tip  well positioned in the mid stomach.'\nQuestion: 'Is the right IJ line positioned correctly?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'An orogastric tube is noted with its tip  well positioned in the mid stomach.'\nQuestion: 'Is the right IJ line positioned correctly?'""}]",Not entailment
Is the right IJ line positioned correctly?,A new  right IJ central line has been inserted and its tip is well positioned in the  mid SVC.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'A new  right IJ central line has been inserted and its tip is well positioned in the  mid SVC.'\nQuestion: 'Is the right IJ line positioned correctly?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'A new  right IJ central line has been inserted and its tip is well positioned in the  mid SVC.'\nQuestion: 'Is the right IJ line positioned correctly?'""}]",Entailment
Have wheezing and crackles worsened?,FINAL REPORT  CHEST SINGLE FILM   HISTORY:  Diabetes with pacemaker placement GI bleed wheezing and crackles.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'FINAL REPORT  CHEST SINGLE FILM   HISTORY:  Diabetes with pacemaker placement GI bleed wheezing and crackles.'\nQuestion: 'Have wheezing and crackles worsened?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'FINAL REPORT  CHEST SINGLE FILM   HISTORY:  Diabetes with pacemaker placement GI bleed wheezing and crackles.'\nQuestion: 'Have wheezing and crackles worsened?'""}]",Not entailment
what is the location of vagal nerve stimulator cable?,"CERVICAL SPINE, TWO VIEWS:   An electronic lead device is present, with four separate metallic electrodes  overlying the left transverse process of the T1 and T2 vertebral bodies, seen  on the lateral views as projecting over the soft tissues anterior to C7 and  T1.",entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'CERVICAL SPINE, TWO VIEWS:   An electronic lead device is present, with four separate metallic electrodes  overlying the left transverse process of the T1 and T2 vertebral bodies, seen  on the lateral views as projecting over the soft tissues anterior to C7 and  T1.'\nQuestion: 'what is the location of vagal nerve stimulator cable?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'CERVICAL SPINE, TWO VIEWS:   An electronic lead device is present, with four separate metallic electrodes  overlying the left transverse process of the T1 and T2 vertebral bodies, seen  on the lateral views as projecting over the soft tissues anterior to C7 and  T1.'\nQuestion: 'what is the location of vagal nerve stimulator cable?'""}]",Not entailment
Did the heart show any changes in its size?,The Swan-Ganz catheter has been withdrawn and its tip now lies in the distal  right pulmonary artery.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The Swan-Ganz catheter has been withdrawn and its tip now lies in the distal  right pulmonary artery.'\nQuestion: 'Did the heart show any changes in its size?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The Swan-Ganz catheter has been withdrawn and its tip now lies in the distal  right pulmonary artery.'\nQuestion: 'Did the heart show any changes in its size?'""}]",Not entailment
Do we see any blood clots in the veins of right and left upper extremities?,The distal portion of the right basilic vein at the  antecubital fossa was not visualized.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The distal portion of the right basilic vein at the  antecubital fossa was not visualized.'\nQuestion: 'Do we see any blood clots in the veins of right and left upper extremities?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The distal portion of the right basilic vein at the  antecubital fossa was not visualized.'\nQuestion: 'Do we see any blood clots in the veins of right and left upper extremities?'""}]",Not entailment
Are there any bony defects on the spine?,IMPRESSION:  No acute fracture or traumatic malalignment detected.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'IMPRESSION:  No acute fracture or traumatic malalignment detected.'\nQuestion: 'Are there any bony defects on the spine?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'IMPRESSION:  No acute fracture or traumatic malalignment detected.'\nQuestion: 'Are there any bony defects on the spine?'""}]",Not entailment
Is there any fistulous tract in the gall bladder area?,"Following  injection of 50 mL of Optiray, there is no evidence of leak or a fistula  between the gallbladder and a hollow viscus.",entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'Following  injection of 50 mL of Optiray, there is no evidence of leak or a fistula  between the gallbladder and a hollow viscus.'\nQuestion: 'Is there any fistulous tract in the gall bladder area?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'Following  injection of 50 mL of Optiray, there is no evidence of leak or a fistula  between the gallbladder and a hollow viscus.'\nQuestion: 'Is there any fistulous tract in the gall bladder area?'""}]",Entailment
How is the great saphenous vein on the right side?,Proximal 2.6 cm of the right greater saphenous vein were patent and  demonstrated diameters of 0.31 and 0.22.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'Proximal 2.6 cm of the right greater saphenous vein were patent and  demonstrated diameters of 0.31 and 0.22.'\nQuestion: 'How is the great saphenous vein on the right side?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'Proximal 2.6 cm of the right greater saphenous vein were patent and  demonstrated diameters of 0.31 and 0.22.'\nQuestion: 'How is the great saphenous vein on the right side?'""}]",Entailment
Was the PICC line placement procedure easy?,The line is ready  for use.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The line is ready  for use.'\nQuestion: 'Was the PICC line placement procedure easy?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The line is ready  for use.'\nQuestion: 'Was the PICC line placement procedure easy?'""}]",Not entailment
Where is the chest pain located?,The heart size is within normal limits.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The heart size is within normal limits.'\nQuestion: 'Where is the chest pain located?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The heart size is within normal limits.'\nQuestion: 'Where is the chest pain located?'""}]",Not entailment
Does the endotracheal tube end above the carina?,"IMPRESSION: Low positioned ETT, which should be repositioned for optimal  placement.",entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'IMPRESSION: Low positioned ETT, which should be repositioned for optimal  placement.'\nQuestion: 'Does the endotracheal tube end above the carina?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'IMPRESSION: Low positioned ETT, which should be repositioned for optimal  placement.'\nQuestion: 'Does the endotracheal tube end above the carina?'""}]",Not entailment
what are the lobes with high density of infiltrates?,"A vague opacity in the right apex is demonstrated projecting  at the level of the anterior end of the second rib and may represent either  summation of shadows or new opacity, given the absence of this finding on the  previous radiograph.",entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'A vague opacity in the right apex is demonstrated projecting  at the level of the anterior end of the second rib and may represent either  summation of shadows or new opacity, given the absence of this finding on the  previous radiograph.'\nQuestion: 'what are the lobes with high density of infiltrates?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'A vague opacity in the right apex is demonstrated projecting  at the level of the anterior end of the second rib and may represent either  summation of shadows or new opacity, given the absence of this finding on the  previous radiograph.'\nQuestion: 'what are the lobes with high density of infiltrates?'""}]",Not entailment
Does the pulmonary interstitial space look normal?,IMPRESSION:  No acute cardiopulmonary abnormality.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'IMPRESSION:  No acute cardiopulmonary abnormality.'\nQuestion: 'Does the pulmonary interstitial space look normal?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'IMPRESSION:  No acute cardiopulmonary abnormality.'\nQuestion: 'Does the pulmonary interstitial space look normal?'""}]",Entailment
Was the PICC placed in the left arm?,"As no suitable superficial veins were identified, ultrasound  examination of the left upper extremity was performed, revealing the left  brachial vein to be patent and compressible.",entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'As no suitable superficial veins were identified, ultrasound  examination of the left upper extremity was performed, revealing the left  brachial vein to be patent and compressible.'\nQuestion: 'Was the PICC placed in the left arm?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'As no suitable superficial veins were identified, ultrasound  examination of the left upper extremity was performed, revealing the left  brachial vein to be patent and compressible.'\nQuestion: 'Was the PICC placed in the left arm?'""}]",Not entailment
Was the vein mapping completed?,"The remainder of the right cephalic vein was  patent and demonstrated diameters of 0.41, 0.2, 0.27, 0.21, and 0.2.",not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The remainder of the right cephalic vein was  patent and demonstrated diameters of 0.41, 0.2, 0.27, 0.21, and 0.2.'\nQuestion: 'Was the vein mapping completed?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The remainder of the right cephalic vein was  patent and demonstrated diameters of 0.41, 0.2, 0.27, 0.21, and 0.2.'\nQuestion: 'Was the vein mapping completed?'""}]",Not entailment
Is there evidence of pneumothorax?,Shortness of breath.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'Shortness of breath.'\nQuestion: 'Is there evidence of pneumothorax?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'Shortness of breath.'\nQuestion: 'Is there evidence of pneumothorax?'""}]",Not entailment
Is there any abnormal fluid filled mass in the abdomen?,There is a small amount of free fluid in the pelvis.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'There is a small amount of free fluid in the pelvis.'\nQuestion: 'Is there any abnormal fluid filled mass in the abdomen?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'There is a small amount of free fluid in the pelvis.'\nQuestion: 'Is there any abnormal fluid filled mass in the abdomen?'""}]",Not entailment
Does the biliary tree appear to have dilated ducts?,There  is no evidence of intra- or extrahepatic biliary dilatation with the common  bile duct measuring 6 mm in size.,entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'There  is no evidence of intra- or extrahepatic biliary dilatation with the common  bile duct measuring 6 mm in size.'\nQuestion: 'Does the biliary tree appear to have dilated ducts?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'There  is no evidence of intra- or extrahepatic biliary dilatation with the common  bile duct measuring 6 mm in size.'\nQuestion: 'Does the biliary tree appear to have dilated ducts?'""}]",Not entailment
Is there any evidence of bleeding in the chest cavity?,BONE WINDOWS: There is subchondral cysts of the right scapula.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'BONE WINDOWS: There is subchondral cysts of the right scapula.'\nQuestion: 'Is there any evidence of bleeding in the chest cavity?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'BONE WINDOWS: There is subchondral cysts of the right scapula.'\nQuestion: 'Is there any evidence of bleeding in the chest cavity?'""}]",Not entailment
How are the veins of the lower extremity?,"The diameters of the lesser saphenous vein were 0.15,  0.16, 0.16, 0.16, 0.12.",not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'The diameters of the lesser saphenous vein were 0.15,  0.16, 0.16, 0.16, 0.12.'\nQuestion: 'How are the veins of the lower extremity?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'The diameters of the lesser saphenous vein were 0.15,  0.16, 0.16, 0.16, 0.12.'\nQuestion: 'How are the veins of the lower extremity?'""}]",Not entailment
Is there any sign of dyspnea?,FINAL REPORT  INDICATION: Dyspnea.,not_entailment,"[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Entailment' or 'Not entailment' without any additional explanations.\n\nContext sentence: 'FINAL REPORT  INDICATION: Dyspnea.'\nQuestion: 'Is there any sign of dyspnea?'""}]","[{'role': 'system', 'content': ""You are a radiologist. Your task is to determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.""}, {'role': 'user', 'content': ""Determine whether the given context sentence from a radiology report contains the answer to the provided question. Please answer with either 'Contain' or 'Not contain' without any additional explanations.\n\nContext sentence: 'FINAL REPORT  INDICATION: Dyspnea.'\nQuestion: 'Is there any sign of dyspnea?'""}]",Entailment
